,0,1,2,3,4,5,6,7,8
1584,CC(C)C1CCC(C)CC1OO,-2.5888216416,172.14632988,2.9368000000000007,29.46,1.0,2.0,2.0,0.0
1585,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,-2.738284824,242.0822054,2.3171999999999997,78.34,2.0,4.0,3.0,0.375
1586,OC1(CCCCC1)C(=O)c2ccccc2,-2.6647801935,204.115029752,2.5645000000000007,37.3,1.0,2.0,2.0,0.4
1587,[H+].[H+].[Cl-].[Cl-].NNCc1ccccc1,-1.6467890106,194.03775374399999,-5.117099999999997,38.05,2.0,2.0,2.0,0.5454545454545454
1588,CCOc1nc2cccc(C(O)=O)c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,-6.4977813968,440.15968850000013,4.028600000000002,118.81,2.0,7.0,7.0,0.7878787878787878
1589,Clc1nc(Cl)nc(Cl)n1,-2.6223388564,182.91578004,1.8318000000000003,38.67,0.0,3.0,0.0,0.6666666666666666
1590,COc1cc(c(O)c(c1)C(C)(C)C)c2cc(OC)cc(c2O)C(C)(C)C,-6.7763112575,358.21440943999994,5.377000000000006,58.92,2.0,4.0,3.0,0.46153846153846156
1591,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O,-1.8384616763,300.05284048399994,-1.5231999999999979,122.46000000000001,1.0,7.0,3.0,0.25
1592,CN(C=O)c1ccccc1,-1.4947809467,135.068413908,1.2792,20.310000000000002,0.0,1.0,2.0,0.6
1593,Nc1ccc(cc1[S](O)(=O)=O)[S](O)(=O)=O,-1.7700930025,252.971478944,-0.23779999999999984,134.76,3.0,5.0,2.0,0.4
1594,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,-2.5604043774000003,156.15141526,2.439500000000001,20.23,1.0,1.0,1.0,0.0
1595,COc1ccc(cc1[N+]([O-])=O)C(O)=O,-2.6613195143,197.032422324,1.3015999999999999,89.66999999999999,1.0,4.0,3.0,0.42857142857142855
1596,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.8204596094,284.177630008,3.863400000000003,34.14,0.0,2.0,0.0,0.0
1597,CC(C)(C)C(=O)OCCc1ccccc1,-3.6752800895,206.130679816,2.8184000000000013,26.3,0.0,2.0,3.0,0.4
1598,CC(OC(C)=O)C1CCCCC1,-3.5976237668,170.130679816,2.518300000000001,26.3,0.0,2.0,2.0,0.0
1599,CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763,194.167065324,3.8822000000000036,17.07,0.0,1.0,3.0,0.0
1600,[Br-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-0.9372185286,370.04859937,1.0044000000000004,0.0,0.0,0.0,4.0,0.8181818181818182
1601,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,-1.020958606,446.25694294799996,4.348840000000004,69.22999999999999,1.0,3.0,8.0,0.5454545454545454
1602,CCCCCCO,-1.382910122,102.104465068,1.559,20.23,1.0,1.0,4.0,0.0
1603,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.5706235426,156.15141526,2.439500000000001,20.23,1.0,1.0,1.0,0.0
1604,CC/C(C)=C/CC/C(C)=C/C#N,-3.5896411422,163.136099544,3.592780000000002,23.79,0.0,1.0,4.0,0.0
1605,CCCCCCC1(C)CCC(=O)O1,-2.6432618239,184.14632988,3.052500000000002,26.3,0.0,2.0,5.0,0.0
1606,COC(C)(C)C,-0.3235268543,88.088815004,1.4313,9.23,0.0,1.0,0.0,0.0
1607,[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O,-1.7677385178999998,239.98168654000003,-2.9148999999999985,126.36000000000001,1.0,6.0,2.0,0.4
1608,C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,-3.7259038203,222.198365452,3.6098000000000026,20.23,1.0,1.0,0.0,0.0
1609,CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17,-4.5881768419,1587.048554288,33.96896000000007,0.0,0.0,0.0,15.0,0.7768595041322314
1610,C(NCc1ccccc1)c2ccccc2,-2.6876302374,197.12044948,2.9764000000000017,12.03,1.0,1.0,4.0,0.8
1611,Cc1cccc2n[nH]nc12,-1.5169635388,133.063997224,1.26632,41.57,1.0,2.0,0.0,0.9
1612,Nc1cc(cc(c1O)[S](O)(=O)=O)[N+]([O-])=O,-1.7662055678,233.994656912,0.12929999999999997,143.76000000000002,3.0,6.0,2.0,0.4
1613,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1,-0.4642868095,1164.1158843199996,-11.58420000000004,441.65999999999997,8.0,28.0,24.0,0.47368421052631576
1614,COC(=O)c1ccccc1C(=O)OC,-1.6861579246,194.0579088,1.2597999999999998,52.60000000000001,0.0,4.0,2.0,0.42857142857142855
1615,[Cl-].CN(C)c1ccc(cc1)[C+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,-2.0085884627,407.21282564,1.9077900000000012,9.72,0.0,3.0,6.0,0.6206896551724138
1616,CCCCCC1CCCC(=O)O1,-1.6290322311,170.130679816,2.6624000000000008,26.3,0.0,2.0,4.0,0.0
1617,CCOC(=O)CC(=O)C(F)(F)F,-1.6630244633000002,184.034728744,1.0710000000000002,43.370000000000005,0.0,3.0,3.0,0.0
1618,[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.6904508209,196.03315059599998,-0.5804,113.97000000000003,0.0,7.0,8.0,0.0
1619,O[Si](O)(c1ccccc1)c2ccccc2,-2.7330206215,216.06065615400001,0.22759999999999958,40.46,2.0,2.0,2.0,0.8
1620,CCCCCOC(=O)CCCC,-3.6244813037,172.14632988,2.910000000000001,26.3,0.0,2.0,7.0,0.0
1621,CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,-3.9003349932,324.11100699199994,1.3168,74.76,0.0,4.0,4.0,0.25
1622,[Ni++].[O-]C(=O)C([O-])=O,-3.556228502,145.91500138,-3.5163,80.25999999999999,0.0,4.0,0.0,0.0
1623,CC\C=C/CCOC(=O)c1ccccc1,-3.7048974167,204.115029752,3.1997000000000018,26.3,0.0,2.0,5.0,0.4
1624,COC(=O)c1ccc(c(N)c1)C(=O)OC,-3.7185037648,209.068807832,0.8420000000000001,78.62,1.0,5.0,2.0,0.4
1625,CCCC(CC)CCCCCCCN,-3.6976259568,199.22999992799998,4.112000000000003,26.02,1.0,1.0,10.0,0.0
1626,OC(=O)CCCCCCCCCCC(O)=O,-3.7602414897,230.151809184,3.0566000000000013,74.6,2.0,2.0,11.0,0.0
1627,CC1(C)CCC2OC23C(C)(C)C4CCC13C4,-4.6529288002,220.182715388,3.7703000000000033,12.53,0.0,1.0,0.0,0.0
1628,CC(O)CSCCCCCCCCC(C)(C)C,-4.7309406924,260.217386644,4.877200000000005,20.23,1.0,2.0,10.0,0.0
1629,CCCCCCCCCCCC(O)=O,-4.6195835711,200.177630008,3.991900000000002,37.3,1.0,1.0,10.0,0.0
1630,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,-4.9450169862,422.16218703600015,4.2668000000000035,92.51,2.0,6.0,8.0,0.7333333333333333
1631,[O--].[O--].[O--].[Lu+3].[Lu+3],-4.9185665359,397.86628745999997,-0.3564,85.5,0.0,0.0,0.0,0.0
1632,CCCCC(CC)COC(=O)CS,-4.635481621399999,204.11840088,2.675800000000001,26.3,1.0,3.0,7.0,0.0
1633,CCC(C)(C)c1ccccc1,-4.5007459195,148.125200512,3.374200000000002,0.0,0.0,0.0,2.0,0.5454545454545454
1634,CC(CCC=O)C1C(=CCCC1(C)C)C,-4.6532020914,208.182715388,3.9841000000000033,17.07,0.0,1.0,4.0,0.0
1635,CC1(C)C2CCC(C2)C1=C,-4.4715404278,136.125200512,2.9987000000000013,0.0,0.0,0.0,0.0,0.0
1636,CC(CC1CCCC1=O)C2CCC(=CC2)C,-4.6803670486,220.182715388,4.128200000000004,17.07,0.0,1.0,3.0,0.0
1637,CCCCCCCCCC(=O)OC,-4.6267485225,186.161979944,3.3001000000000023,26.3,0.0,2.0,8.0,0.0
1638,[Pr+3].[Pr+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-5.0220270242,461.76953717999976,-7.341000000000001,189.57,0.0,9.0,0.0,0.0
1639,CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.8205954965,284.282763772,4.910800000000005,23.550000000000004,0.0,1.0,12.0,0.0
1640,CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,-4.7401771795,236.21401551600002,4.263900000000004,9.23,0.0,1.0,1.0,0.0
1641,COC1CCCCCCCCCCC1,-4.6835903829,198.198365452,4.306100000000004,9.23,0.0,1.0,1.0,0.0
1642,CCOC1(C)CCC2C(=C)C1CCC2(C)C,-4.7342962454,222.198365452,4.184000000000004,9.23,0.0,1.0,2.0,0.0
1643,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.8603775493,296.05093264,3.6212000000000026,6.48,0.0,4.0,4.0,0.0
1644,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(C2=O)c34)c(C)c1,-4.8916555333,316.121177752,3.8394400000000024,63.4,1.0,3.0,1.0,0.6666666666666666
1645,Cc1cc(cc(C)c1CC#N)C(C)(C)C,-4.7018118295,201.151749608,3.6670200000000026,23.79,0.0,1.0,1.0,0.4
1646,CC(C)(c1ccccc1)c2ccc(O[P@]3OC[C@]4(CO3)CO[P@](OC4)Oc5ccc(cc5C(C)(C)c6ccccc6)C(C)(C)c7ccccc7)c(c2)C(C)(C)c8ccccc8,-7.2319734263,852.370862836,13.981799999999971,55.38000000000001,0.0,6.0,12.0,0.5901639344262295
1647,O=C1NC(=O)c2cccc3cccc1c23,-4.6928315029,197.047678464,1.7234,46.17,1.0,2.0,0.0,0.6666666666666666
1648,CCCC[Sn](=O)CCCC,-4.7940381830000005,250.037959896,3.0086000000000013,17.07,0.0,1.0,6.0,0.0
1649,CCCC[Sn++]CCCC.CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-5.1134043257,520.2574547159999,5.032800000000004,80.25999999999999,0.0,4.0,16.0,0.0
1650,O=C1CCC2CCCCC2O1,-0.5865603256,154.099379688,1.8821999999999999,26.3,0.0,2.0,0.0,0.0
1651,COC(=O)c1ccc(C)cc1,-2.5767203524,150.06807956,1.78162,26.3,0.0,2.0,1.0,0.5454545454545454
1652,CC1CC(C)(C)OC(Cc2ccccc2)O1,-2.7446854432,220.14632988,3.159200000000002,18.46,0.0,2.0,2.0,0.375
1653,Nc1ccccc1N,-0.4396098786999999,108.06874825599999,0.851,52.04,2.0,2.0,0.0,0.75
1654,O=C1N[S](=O)(=O)c2ccccc12,-1.6718324141,182.99901402,0.11869999999999997,63.24,1.0,3.0,0.0,0.5
1655,[Na+].Cc1cc(ccc1N)[S]([O-])(=O)=O,-1.7295012251,209.01225839600002,-2.5146799999999985,83.22,1.0,4.0,1.0,0.46153846153846156
1656,CC(C)CCCC(C)CC#N,-3.5877591379,153.151749608,3.3624800000000024,23.79,0.0,1.0,5.0,0.0
1657,[Ca++].[O-][Mo]([O-])(=O)=O,-3.7036943449,201.84765766,-2.9989,80.25999999999999,0.0,4.0,0.0,0.0
1658,O=C1CCCCCN1C(=O)c2cccc(c2)C(=O)N3CCCCCC3=O,-3.9583461947,356.173607248,2.7722000000000016,74.76,0.0,4.0,2.0,0.23076923076923078
1659,CC(C)=CCC\C(C)=C\CCC(C)=O,-3.6974484249,194.167065324,4.048300000000003,17.07,0.0,1.0,6.0,0.0
1660,CCCCCC(=O)OCC=C,-2.6105517594,156.115029752,2.2959000000000005,26.3,0.0,2.0,6.0,0.0
1661,[Na+].Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,-1.7648130029,221.00486450800003,-2.8371999999999993,135.36,1.0,6.0,2.0,0.4
1662,Fc1ccc(cc1)C(=O)CCCCl,-2.7226339225,200.04042084,3.027400000000002,17.07,0.0,1.0,4.0,0.46153846153846156
1663,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,-4.9437379631,228.154556538,3.8911000000000033,26.3,0.0,2.0,5.0,0.0
1664,CC(C)OC(=O)CCC(=O)OC(C)C,-1.7293168462,202.120509056,1.6698,52.60000000000001,0.0,4.0,5.0,0.0
1665,[Sr++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O,-4.1057301532,471.9472192039998,0.0505199999999999,138.79,1.0,8.0,4.0,0.42857142857142855
1666,[Cl-].C[N+](C)(C)c1ccc2ccc(O)c(N=Nc3ccc(N)cc3)c2c1,-1.9807853884,356.14038897200004,1.7437000000000007,70.97,2.0,4.0,3.0,0.64
1667,NC(=O)C(F)(F)F,-1.4850227408,113.008848344,0.03400000000000014,43.09,1.0,1.0,0.0,0.0
1668,CCC(C)(C)C1CCC(=O)CC1,-2.6568927779,168.15141526,3.1819000000000015,17.07,0.0,1.0,2.0,0.0
1669,Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O,-2.7647010816,215.025228768,1.30672,77.28,0.0,4.0,2.0,0.42857142857142855
1670,CCCCCCC#CC(=O)OC,-3.6518876662,168.115029752,2.1332000000000004,26.3,0.0,2.0,4.0,0.0
1671,CCCCCCCCCCO,-3.6312380365,158.167065324,3.119400000000002,20.23,1.0,1.0,8.0,0.0
1672,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,-2.8774727952,278.08605173,3.3260000000000014,17.07,0.0,1.0,3.0,0.9
1673,COc1ccc(OC)c(Cl)c1,-2.6724024043,172.029107208,2.3571999999999997,18.46,0.0,2.0,2.0,0.5454545454545454
1674,OCCOc1ccc2ccccc2c1,-2.7142946902,188.083729624,2.2108999999999996,29.46,1.0,2.0,3.0,0.7142857142857143
1675,CCCCOc1ccccc1,-3.6132495633,150.104465068,2.8655000000000017,9.23,0.0,1.0,4.0,0.5454545454545454
1676,O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2,-3.937488879,314.11542367600003,2.7170000000000005,61.830000000000005,0.0,5.0,8.0,0.5217391304347826
1677,CCCCCCCC\C=C/CCCCCCCCNCCCN,-3.9550420009,324.350449408,5.962300000000004,38.05,2.0,2.0,19.0,0.0
1678,Clc1ccc(Cl)c(Cl)c1,-3.7024520783,179.930033136,3.6468000000000007,0.0,0.0,0.0,0.0,0.6666666666666666
1679,Cc1c(CO)nccc1OCC(F)(F)F,-1.7920737105000002,221.06636322,1.82342,42.35000000000001,1.0,3.0,3.0,0.4
1680,COC,0.8843659201,46.041864812,0.26260000000000006,9.23,0.0,1.0,0.0,0.0
1681,COc1cc(\C=C\C(O)=O)cc(OC)c1OC,-2.830470194,238.084123548,1.8101999999999998,64.99000000000001,1.0,4.0,5.0,0.35294117647058826
1682,[Ba++].[O-]P=O.[O-]P=O,0.1236633717,263.83242894,-1.274,80.25999999999999,0.0,4.0,0.0,0.0
1683,BrCCCCBr,-2.7902167817000003,213.899274456,2.556400000000001,0.0,0.0,0.0,3.0,0.0
1684,C1CCc2ccccc2C1,-3.5673681389,132.093900384,2.5654000000000003,0.0,0.0,0.0,0.0,0.6
1685,CCCCOC(=O)CCCCC(=O)OCCCC,-3.8681538696,258.183109312,3.2334000000000023,52.60000000000001,0.0,4.0,11.0,0.0
1686,CCO[P](=O)(C(=O)c1c(C)cc(C)cc1C)c2ccccc2,-3.9560819473,316.122831162,4.392160000000003,43.370000000000005,0.0,3.0,5.0,0.5454545454545454
1687,Cc1ccc(c(O)c1)C(C)(C)C,-2.672674663,164.120115132,2.998120000000001,20.23,1.0,1.0,0.0,0.5
1688,COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,-2.8359048818,239.042987008,1.168,95.74000000000001,0.0,6.0,3.0,0.35294117647058826
1689,[Co++].CC([O-])=O.CC([O-])=O,0.2936043702,176.95980367200002,-2.490099999999999,80.25999999999999,0.0,4.0,0.0,0.0
1690,C=CC(=O)OCCCCCCOC(=O)C=C,-2.8193366955,226.120509056,2.0052,52.6,0.0,4.0,9.0,0.0
1691,CCCCCCCCCC(=O)N(C)C,-2.7681111795,199.19361442,3.215300000000002,20.310000000000002,0.0,1.0,8.0,0.0
1692,Nc1ccc(cc1)N=Nc2ccccc2,-3.7597030757,197.095297352,3.6842000000000015,50.739999999999995,1.0,3.0,2.0,0.8
1693,CC1=CCC(CC#N)C1(C)C,-2.6475372328,149.12044948,2.8924800000000017,23.79,0.0,1.0,1.0,0.0
1694,Cc1ccc(O)c(c1)C(C)(C)C,-2.6917536232,164.120115132,2.998120000000001,20.23,1.0,1.0,0.0,0.5
1695,[Cl-].C[N+](C)(C)c1ccccc1,0.2877472964999999,171.081477128,-1.1126999999999976,0.0,0.0,0.0,1.0,0.5454545454545454
1696,CC(=O)OC(C)(C)C1CCC(=CC1)C.CC23CCC(CC2)C(C)(C)O3,-3.0213590642000003,350.28209507599996,5.818600000000007,35.53,0.0,3.0,2.0,0.0
1697,C=CCOc1nc(OCC=C)nc(OCC=C)n1,-2.8742257802,249.11134134,1.5659999999999998,66.36,0.0,6.0,9.0,0.3333333333333333
1698,CCCCC(O)=O,-0.490652149,102.06807956,1.2612,37.3,1.0,1.0,3.0,0.0
1699,CC(O)C(C)Cc1ccccc1,-1.6969729899,164.120115132,2.2460000000000004,20.23,1.0,1.0,3.0,0.5
1700,CCCCC(C(=O)OCC)C(=O)OCC,-2.8164963969,216.13615912,1.919,52.60000000000001,0.0,4.0,7.0,0.0
1701,CCCCCCCCCCCC1=NCCN1CCO,-3.8986556211,268.251463644,3.613700000000003,35.83,1.0,3.0,12.0,0.0
1702,FC(F)(F)c1ccc(Cl)cc1,-3.7276952246,179.995362468,3.3588000000000013,0.0,0.0,0.0,0.0,0.5454545454545454
1703,Oc1ccc(cc1)c2ccc(O)cc2,-3.7423730992,186.06807956,2.764800000000001,40.46,2.0,2.0,1.0,0.8571428571428571
1704,C\C=C\OC1CCC(CC1)O\C=C\C,-3.9037320907,196.14632988,3.3980000000000024,18.46,0.0,2.0,4.0,0.0
1705,O=C1CCCCCCCCCOCCCCCO1,-3.8838494997,256.203844756,3.850900000000003,35.53,0.0,3.0,0.0,0.0
1706,CCCCCCCCCCC(C)CCCCCCCC,-6.4511045339,282.328651344,7.903900000000008,0.0,0.0,0.0,16.0,0.0
1707,NC(=O)N=NC(N)=O,-3.5462434596,116.033425368,-0.40399999999999986,110.9,2.0,2.0,0.0,0.0
1708,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.7960463334,206.167065324,3.987200000000003,20.23,1.0,1.0,0.0,0.4
1709,CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.7917820609,204.15141526,3.361600000000002,17.07,0.0,1.0,3.0,0.4
1710,COc1ccc(cc1N)C(=O)Nc2ccccc2,-3.86580004,242.105527688,2.529700000000001,64.35,2.0,3.0,3.0,0.6666666666666666
1711,[C-]#[O+],-2.9287991689,27.99491462,-0.03751,19.9,0.0,0.0,0.0,0.0
1712,CCC(C)(C)Cl,-2.5105450102,106.05492803199999,2.4138,0.0,0.0,0.0,1.0,0.0
1713,N#CCN(CCN(CC#N)CC#N)CC#N,-2.8204043469,216.11234438399998,-0.31528,101.63999999999999,0.0,6.0,7.0,0.0
1714,CC(C)(C)OOC(=O)c1ccccc1,-2.7764329492,194.094294308,2.573500000000001,35.53,0.0,3.0,2.0,0.42857142857142855
1715,CC(F)F,-1.3147228436,66.028106568,1.2714,0.0,0.0,0.0,0.0,0.0
1716,CCC(C)(O)CCCC(C)C,-2.6942897822000003,158.167065324,2.973700000000002,20.23,1.0,1.0,5.0,0.0
1717,COc1ccc2NC(=S)Nc2c1,-2.7506819237,180.035733876,2.23409,40.81,2.0,2.0,1.0,0.75
1718,FC(F)(F)Br,-2.6677709688,147.91354676,1.9011,0.0,0.0,0.0,0.0,0.0
1719,[Zn++].CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C.CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C,-4.3707014658,770.2767101159999,12.44509999999998,36.92,0.0,8.0,28.0,0.0
1720,C1OC1COc2ccc3c(OCC4CO4)cccc3c2,-3.9191737976,272.104858992,2.3950000000000005,43.519999999999996,0.0,4.0,6.0,0.5
1721,CC(C)=CCC\C(C)=C\COC=O,-3.7461507617,182.130679816,2.852100000000001,26.3,0.0,2.0,6.0,0.0
1722,O.O.O.O.[Pb].[Pb].[Pb].[Pb].[Pb].[O-][S]([O-])(=O)=O,-4.5661230993,1207.8783458758194,-6.540799999999996,206.26,0.0,4.0,0.0,0.0
1723,C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,-3.8026769123,206.167065324,3.760100000000003,17.07,0.0,1.0,2.0,0.0
1724,CO[SiH](CC1CCCCC1)OC,-3.0959725365,188.12325640999998,2.08,18.46,0.0,2.0,4.0,0.0
1725,Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-4.0635303796,370.0293281679999,1.5148000000000006,160.78,4.0,6.0,4.0,0.5
1726,[Zn++].Cc1cccc2[N-]C(=S)Nc12.Cc3cccc4NC(=S)[N-]c34,-4.0879587895,389.99513064800004,4.323520000000002,59.78,2.0,2.0,0.0,0.782608695652174
1727,OC(=O)CC[P](O)(=O)c1ccccc1,-0.8283051545000001,214.039495462,1.057,74.6,2.0,2.0,4.0,0.42857142857142855
1728,O=[S](Cc1ccccc1)Cc2ccccc2,-2.8588087212,230.076536068,3.1355000000000013,17.07,0.0,1.0,4.0,0.75
1729,CC(C)(N=NC(C)(C)C#N)C#N,-2.7132509977,164.106196384,2.04296,72.3,0.0,4.0,2.0,0.0
1730,CCC(C)COC(=O)C=C,-2.6532064055,142.099379688,1.7617,26.3,0.0,2.0,4.0,0.0
1731,Clc1sc2ccccc2n1,-2.7325883752,168.975297808,2.949700000000001,12.89,0.0,2.0,0.0,0.9
1732,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO,-0.9331685906,268.178692628,1.37912,88.48,3.0,5.0,2.0,0.3157894736842105
1733,Clc1ccc2c(Cl)ccnc2c1,-2.8026246384,196.97990452,3.5416000000000007,12.89,0.0,1.0,0.0,0.8333333333333334
1734,Nc1ccccc1[S](O)(=O)=O,-1.7471686412,173.014664084,0.5155000000000001,80.39,2.0,3.0,1.0,0.5454545454545454
1735,[Ti+4].CC(C)[O-].CC(C)[O-].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,-2.0700509817,364.13653491599996,0.24507999999999996,114.39999999999998,0.0,6.0,4.0,0.0
1736,CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O,-2.8772524161,232.991341796,1.5724999999999998,63.24,1.0,3.0,2.0,0.42857142857142855
1737,CCC(=O)OC1C(C)CCCC1(C)C,-3.8031812605,198.161979944,3.1544000000000016,26.3,0.0,2.0,2.0,0.0
1738,COC(=O)c1ccc(cc1)C(=O)OC,-3.796856222,194.0579088,1.2597999999999998,52.60000000000001,0.0,4.0,2.0,0.42857142857142855
1739,CCCCCCCC1CCCC1=O,-3.7694416506,182.167065324,3.7161000000000026,17.07,0.0,1.0,6.0,0.0
1740,O=C(Cc1ccccc1)OCc2ccccc2,-3.863274879700001,226.099379688,2.972500000000001,26.3,0.0,2.0,4.0,0.7058823529411765
1741,CN(C)C(=S)SC(=S)N(C)C,-2.8302990647,208.016261384,1.4126,6.48,0.0,3.0,0.0,0.0
1742,C[C@@H](CCO)CCC=C(C)C,-2.7067344575,156.15141526,2.7513000000000014,20.23,1.0,1.0,5.0,0.0
1743,CCC(=O)C(C)CC=C(C)C,-2.7010952437,154.135765196,2.9579000000000013,17.07,0.0,1.0,4.0,0.0
1744,Cc1cc(C)c(N)c(c1)[S](O)(=O)=O,-1.8195435039,201.045964212,1.1323400000000001,80.39,2.0,3.0,1.0,0.46153846153846156
1745,s1cccc1,-1.4450110492,84.003371128,1.7481,0.0,0.0,1.0,0.0,1.0
1746,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-2.8799222949,228.115029752,3.423700000000002,40.46,2.0,2.0,2.0,0.7058823529411765
1747,ClC(Cl)(Cl)C=O,-0.691340871,145.909297692,1.5554999999999999,17.07,0.0,1.0,0.0,0.0
1748,CCC(C)CO,-0.4681010618999999,88.088815004,1.0248,20.23,1.0,1.0,2.0,0.0
1749,CC(C)CCO,-0.4681010618999999,88.088815004,1.0248,20.23,1.0,1.0,2.0,0.0
1750,[Na+].[Na+].[Na+].[Na+].CC(=O)Nc1ccc(c2C=C(/C(=N/Nc3ccc(N=Nc4ccc(cc4)[S]([O-])(=O)=O)c5ccc(cc35)[S]([O-])(=O)=O)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.4612448391,866.9245613440003,-9.50760000000002,324.08,2.0,18.0,9.0,0.4
1751,s1cnc2ccccc12,-1.6538265258000002,135.01427016,2.2963000000000005,12.89,0.0,2.0,0.0,1.0
1752,OC(=O)c1cccc(c1)[N+]([O-])=O,-1.7459071723,167.02185764,1.293,80.44,1.0,3.0,2.0,0.5
1753,O=[Mo]=O,-3.7396436363,129.89523744,-0.2401,34.14,0.0,2.0,0.0,0.0
1754,O=C1Nc2ccccc2C(=O)O1,-2.7354179060000003,163.02694302,0.4813,63.07,1.0,3.0,0.0,0.8333333333333334
1755,OC(c1ccccc1)C(=O)c2ccccc2,-2.8497223519,212.083729624,2.602900000000001,37.3,1.0,2.0,3.0,0.75
1756,CCCCCCCCO,-2.6375931207,130.135765196,2.3392000000000013,20.23,1.0,1.0,6.0,0.0
1757,O=[Te]=O,-3.7156062333,161.89605364000002,-0.6184000000000001,34.14,0.0,2.0,0.0,0.0
1758,COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,-3.9512810281,267.98177566400005,1.6615,74.44,1.0,5.0,3.0,0.375
1759,CC(C)=CCCC(C)(OC(C)=O)C=C,-3.8157769203,196.14632988,3.2406000000000024,26.3,0.0,2.0,5.0,0.0
1760,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.7135873776,206.167065324,3.987200000000003,20.23,1.0,1.0,0.0,0.4
1761,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc3O2,-5.1858488331,610.1897703879999,-1.1566000000000003,234.28999999999996,8.0,15.0,7.0,0.27906976744186046
1762,[Ce+3].[Ce+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-5.0664023631,459.76510897999975,-7.341000000000001,189.57,0.0,9.0,0.0,0.0
1763,CCCCC(CC)COC(C)=O,-4.6451400046,172.14632988,2.765900000000001,26.3,0.0,2.0,6.0,0.0
1764,CCCCCCCCC(C)C#N,-4.6324209502,167.167399672,3.8966800000000035,23.79,0.0,1.0,7.0,0.0
